,Unnamed: 0,emotion,quotes
480,480,romance,"The letter had been crumpled up and tossed onto the grate. It had burned all around the edges, so the names at the top and bottom had gone up in smoke. But there was enough of the bold black scrawl to reveal that it had indeed been a love letter. And as Hannah read the singed and half-destroyed parchment, she was forced to turn away to hide the trembling of her hand. —should warn you that this letter will not be eloquent. However, it will be sincere, especially in light of the fact that you will never read it. I have felt these words like a weight in my chest, until I find myself amazed that a heart can go on beating under such a burden. I love you. I love you desperately, violently, tenderly, completely. I want you in ways that I know you would find shocking. My love, you don't belong with a man like me. In the past I've done things you wouldn't approve of, and I've done them ten times over. I have led a life of immoderate sin. As it turns out, I'm just as immoderate in love. Worse, in fact. I want to kiss every soft place of you, make you blush and faint, pleasure you until you weep, and dry every tear with my lips. If you only knew how I crave the taste of you. I want to take you in my hands and mouth and feast on you. I want to drink wine and honey from you. I want you under me. On your back. I'm sorry. You deserve more respect than that. But I can't stop thinking of it. Your arms and legs around me. Your mouth, open for my kisses. I need too much of you. A lifetime of nights spent between your thighs wouldn't be enough. I want to talk with you forever. I remember every word you've ever said to me. If only I could visit you as a foreigner goes into a new country, learn the language of you, wander past all borders into every private and secret place, I would stay forever. I would become a citizen of you. You would say it's too soon to feel this way. You would ask how I could be so certain. But some things can't be measured by time. Ask me an hour from now. Ask me a month from now. A year, ten years, a lifetime. The way I love you will outlast every calendar, clock, and every toll of every bell that will ever be cast. If only you—And there it stopped."
2927,2928,god,"Man corrupt everything, say Shug. He on your box of grits, in your head, and all over the radio. He try to make you think he everywhere. Soon as you think he everywhere, you think he God. But he ain't. Whenever you trying to pray, and man plop himself on the other end of it, tell him to git lost, say Shug. Conjure up the flowers, wind, water, a big rock."
3930,3931,books,"Writing and reading decrease our sense of isolation. They deepen and widen and expand our sense of life: they feed the soul. When writers make us shake our heads with the exactness of their prose and their truths, and even make us laugh about ourselves or life, our buoyancy is restored. We are given a shot at dancing with, or at least clapping along with, the absurdity of life, instead of being squashed by it over and over again. It's like singing on a boat during a terrible storm at sea. You can't stop the raging storm, but singing can change the hearts and spirits of the people who are together on that ship."
453,453,romance,"She is all the great heroines of the world in one. She is more than an individual. I love her, and I must make her love me. I want to make Romeo jealous. I want the dead lovers of the world to hear our laughter, and grow sad. I want a breath of our passion to stir dust into consciousness, to wake their ashes into pain. "
1376,1377,faith,"Whether or not you believe in God, you must believe this: when we as a species abandon our trust in a power greater than us, we abandon our sense of accountability. Faiths… all faiths… are admonitions that there is something we cannot understand, something to which we are accountable. With faith we are accountable to each other, to ourselves, and to a higher truth. Religion is flawed, but only because man is flawed. The church consists of a brotherhood of imperfect, simple souls wanting only to be a voice of compassion in a world spinning out of control."
1368,1369,faith,"You do not need to know precisely what is happening, or exactly where it is all going. What you need is to recognize the possibilities and challenges offered by the present moment, and to embrace them with courage, faith and hope."
3496,3497,science,Questions you cannot answer are usually far better for you than answers you cannot question.
1280,1281,inspirational,Ask for what you want and be prepared to get it!
3024,3025,death,Life is pleasant. Death is peaceful. It's the transition that's troublesome.
3225,3226,death,Most men fear getting laughed at or humiliated by a romantic prospect while most women fear rape and death.
1493,1494,faith,"In order to share one's true brilliance one initially has to risk looking like a fool: genius is like a wheel that spins so fast, it at first glance appears to be sitting still."
4113,4114,knowledge,"Herein lies the tragedy of the age: not that men are poor, — all men know something of poverty; not that men are wicked, — who is good? not that men are ignorant, — what is Truth? Nay, but that men know so little of men."
3760,3761,books,A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.
2719,2720,god,"Independence is my happiness, and I view things as they are, without regard to place or person; my country is the world, and my religion is to do good."
